"task","bones_activated","bones_deactivated","diff_activated_minus_deactivated"
1,-2.42299999999999,-2.432,0.00900000000000745
2,-5.305,-5.31400000000001,0.00900000000000745
3,-14.844,-14.853,0.00900000000000745
4,-13.421,-13.43,0.00900000000000745
5,-12.281,-12.29,0.00900000000000745
