"task","bones_activated","bones_deactivated","diff_activated_minus_deactivated"
378,-10.915,-10.933,0.0180000000000078
379,-8.537,-8.55500000000001,0.0180000000000078
380,1.739,1.72099999999999,0.0180000000000078
381,-0.0419999999999945,-0.0600000000000023,0.0180000000000078
382,-8.779,-8.79700000000001,0.0180000000000078
383,-6.76500000000001,-6.78300000000002,0.0180000000000078
403,-9.61300000000001,-9.63100000000001,0.0180000000000078
410,-7.615,-7.63300000000001,0.0180000000000078
411,-5.84500000000001,-5.86300000000001,0.0180000000000078
415,-5.066,-5.084,0.0180000000000078
434,-11.212,-11.23,0.0180000000000078
435,-9.42600000000001,-9.44400000000002,0.0180000000000078
438,-9.24400000000001,-9.26200000000001,0.0180000000000078
439,-7.95600000000001,-7.97400000000002,0.0180000000000078
440,2.58200000000001,2.564,0.0180000000000078
442,-7.453,-7.471,0.0180000000000078
443,-5.79999999999999,-5.818,0.0180000000000078
446,-6.314,-6.33200000000001,0.0180000000000078
447,-5.072,-5.09,0.0180000000000078
475,-4.519,-4.53700000000001,0.0180000000000078
478,-4.376,-4.39400000000001,0.0180000000000078
479,-3.787,-3.80500000000001,0.0180000000000078
497,-1.54799999999999,-1.566,0.0180000000000078
502,-7.305,-7.32300000000001,0.0180000000000078
503,-6.821,-6.83900000000001,0.0180000000000078
504,3.193,3.175,0.0180000000000078
505,1.219,1.20099999999999,0.0180000000000078
506,-5.427,-5.44500000000001,0.0180000000000078
507,-4.56199999999999,-4.58,0.0180000000000078
508,2.38100000000001,2.363,0.0180000000000078
509,0.695,0.676999999999992,0.0180000000000078
510,-4.45,-4.468,0.0180000000000078
511,-3.81,-3.828,0.0180000000000078
514,-14,-14.018,0.0180000000000078
515,-12.665,-12.683,0.0180000000000078
519,-9.719,-9.73700000000001,0.0180000000000078
523,-6.06699999999999,-6.08499999999999,0.0180000000000078
526,-6.091,-6.10900000000001,0.0180000000000078
527,-4.90799999999999,-4.926,0.0180000000000078
528,-2.28299999999999,-2.301,0.0180000000000078
529,-4.846,-4.864,0.0180000000000078
530,-19.157,-19.175,0.0180000000000078
531,-16.052,-16.07,0.0180000000000078
532,-1.50199999999999,-1.52,0.0180000000000078
534,-15.687,-15.705,0.0180000000000078
535,-12.696,-12.714,0.0180000000000078
536,1.693,1.675,0.0180000000000078
537,0.427,0.408999999999992,0.0180000000000078
538,-13.317,-13.335,0.0180000000000078
539,-9.74100000000001,-9.75900000000001,0.0180000000000078
540,1.58900000000001,1.571,0.0180000000000078
541,0.279000000000003,0.260999999999996,0.0180000000000078
542,-10.858,-10.876,0.0180000000000078
