x,y,z
0.13412315154717652,-4.771155731015451E-5,0.03635108710374373
0.13509112211577873,9.780734844326001E-5,0.03882533014065492
0.13596275352499804,-2.6950375345901964E-5,0.04144838163816359
0.1368277444199756,-3.1969782512193496E-5,0.044047066067146076
0.13767632513247857,-2.7024954976892545E-5,0.04663731112609089
0.13881732680581793,7.188086838651092E-6,0.048973314725992916
0.13961077000682978,7.679889111397554E-6,0.051665368937903015
0.14037411381098933,1.2930642791237545E-5,0.05425449405240128
0.14106314146144394,1.6735654216525304E-6,0.0568558092377961
0.14168368648503377,-8.305825227268653E-7,0.05949697303569387
0.1421308272383213,-2.2928160910216353E-6,0.062213766258885736
0.1423756935020354,-3.848722227288706E-6,0.06499601702403973
0.14238996716396884,-4.2335519734436875E-6,0.06782824698287213
0.14214992241209162,-1.989341583693092E-6,0.07065150209136428
0.14166119577167152,-5.569570060650326E-6,0.07313127273141956
0.140916747935646,-7.842985959538542E-6,0.07550310152821443
0.13981195629405652,-5.255527486781867E-6,0.0779288590786614
0.13845891860921705,-6.884163294101275E-6,0.08028153255270158
0.1372037482517458,-1.650317787719286E-6,0.0822623961206207
0.1363032280719017,1.321199198653472E-5,0.08392452181583383
0.13535413302177624,2.6406556430758445E-5,0.08561199222674142
0.13395740968103576,5.038326451944843E-5,0.08755193113362247
0.13178798285589374,1.2385421352533284E-4,0.09005380211114454
0.13111433665562502,4.341780744119244E-5,0.09216980929938505
0.1302184194105619,1.0590148245076136E-5,0.09448132164799211
0.1287475890271394,1.9294005398126257E-6,0.09699374638008897
0.127228178619121,-5.534486851390034E-6,0.09950789848397013
0.12557433644424265,-8.51699754349342E-6,0.10185760456695607
0.12374039181161449,-8.594274709499234E-6,0.10401209670490943
0.12174432389585166,-7.716048987292003E-6,0.10598372546175121
0.11984943813253332,-7.95191253839773E-6,0.10768815873194967
0.11823487674908861,-1.0971883326041842E-6,0.10909361861963346
0.11579735147837124,1.1752254340929088E-5,0.11081178658551362
0.11323065329107727,1.4323788908369409E-5,0.11247123345054907
0.110735918539216,1.5059954563614628E-5,0.11381432804874435
0.10830687737478273,1.631562297582152E-5,0.11463031106343105
0.10577915843104946,1.6627213244505077E-5,0.11526723227728686
0.10323057416446904,1.631981038872698E-5,0.11568607394529837
0.10070488364859065,1.5861899796757058E-5,0.11594049453220277
0.09787287039264646,1.6127368873629453E-5,0.11624741010817127
0.09498334569722948,4.49360807071853E-5,0.11655875020538352
0.09219813937084247,6.219017254468466E-5,0.11667180634072483
0.08955228827710567,6.552388166531476E-5,0.11662268918274635
0.08705556349936137,6.900910429272558E-5,0.11641361857518702
0.08477601450278012,7.520966488008638E-5,0.11604333499887028
0.08205416461483984,6.827885374188152E-5,0.11559174832278968
0.07893309611171326,-6.247859391359664E-5,0.11491557953627302
0.07626633487982269,-7.692892581787623E-5,0.11417287515223065
0.07392665136676932,-1.0428521037988655E-4,0.11328507743225338
0.07180768283589575,-1.4330127662354525E-4,0.11233013407356708
0.06994791704580333,-1.5665370283859123E-4,0.11136760806263889
0.06835957502412969,-1.5949863772204298E-4,0.11034221555901831
0.06641632970883031,1.5951739992481505E-4,0.10910862190770546
0.06465653931991935,1.4762329355599022E-4,0.10784241253574338
0.06250221310523313,5.342151289846689E-5,0.10631797081371505
0.0593665723304363,4.963074354015296E-6,0.10381016409223312
0.0551757986922252,2.144006197459106E-6,0.10056175425947422
0.051865569990433506,1.340125887429093E-6,0.09867425118634893
0.049210967676026104,6.004670979099253E-6,0.09681021587015934
0.04648437885129523,1.4548116452850052E-5,0.09474709527437783
0.04398506460362496,1.5975339127425898E-5,0.09390569657546517
