x,y,z
0.13260384486787585,-1.4934193076730906E-5,0.036044798936985846
0.1333256901369979,1.0699703701064577E-4,0.03865032686585884
0.13420295981345248,-4.078051336657214E-5,0.04128072336516629
0.13504325344865506,-4.649135990979066E-5,0.04386474505722634
0.1358626489426525,-6.687711614784903E-5,0.046423797557996034
0.13595076778287968,-3.470811449121509E-5,0.04875327025496365
0.13682425029843326,-4.657402628483142E-5,0.05139571021639187
0.1375078196622634,-6.426089116193979E-5,0.05400963850296758
0.13816863727460052,-1.669589242736655E-5,0.05661707017651175
0.1388375692670632,-5.486313689936376E-6,0.05928138752752658
0.1394187434797615,1.1551944449084243E-6,0.062034880101302106
0.13990043407817238,3.742731000197731E-6,0.0648604566094749
0.1402368254399096,3.83650645381474E-6,0.06774239747597621
0.14029352087801739,-3.934852938348119E-6,0.07060773364058427
0.13936567607117573,2.70807855799595E-6,0.07303496432785381
0.13810613567008578,2.929052333497615E-6,0.07533791512805234
0.13692184979603533,-2.563523649703543E-6,0.07778203149584831
0.13574424899695217,5.601826355475559E-6,0.08022470675630192
0.13425840643634546,1.3205494513729243E-5,0.08235349068786557
0.13244905876325838,1.8344870893018653E-5,0.08419418305047809
0.1306443911257921,2.0336568380916588E-5,0.08575375327235611
0.12911070453269355,2.5255605211823634E-5,0.08813332714882222
0.1278806639568158,1.618511019600911E-5,0.09483897444492839
0.12762707787414637,9.766092821086476E-6,0.09287453278488997
0.12727621776878784,1.3365413789251292E-5,0.09325254749771958
0.1267623986481984,2.0536982616390423E-5,0.09697047836900603
0.12618483579071196,2.621374279809632E-5,0.10048765817475364
0.12551296243737617,2.6886332546908186E-5,0.10352748480819608
0.12447741515224914,2.3984656599077934E-5,0.10615710516410642
0.12288446838745176,2.2265302526565225E-5,0.10827358479652312
0.12107663511243061,2.3201335768955537E-5,0.1095084643650055
0.11952691463469012,8.17984038361562E-6,0.10980770492603897
0.11715916547499577,9.746078306482783E-6,0.11165172446975631
0.11447709030302564,1.3080152006662686E-5,0.11345275039536844
0.11188554988659619,1.3576179395880523E-5,0.11469188897864498
0.10959965581041736,1.4635484994079062E-5,0.11562176303939109
0.10729453534067777,1.4926639053383791E-5,0.11646944308067571
0.10501178300145178,1.4164588553034754E-5,0.11731055428503395
0.10278761337175105,1.3905604205503375E-5,0.11802373631867717
0.0998556242826888,2.9588014339071097E-5,0.11829781661213036
0.09675550072421027,8.486779597841263E-5,0.11852884047523132
0.09384741198629573,1.1788110958799142E-4,0.11864325339690891
0.09117903421142474,1.2353913017041482E-4,0.11872277104122521
0.08875214871319999,1.3072290402817583E-4,0.1187662201200246
0.08665667940211161,1.4285494540170694E-4,0.11882866620833242
0.08382417247074458,1.29722356021591E-4,0.11838373165539924
0.08035863342290003,-1.0187066262150904E-4,0.1171277441064639
0.07760733288579831,-1.0014291115970918E-4,0.11614918793266686
0.07533934602467546,-1.1631670937349396E-4,0.11525929302730402
0.07338641416129094,-1.6069051526344046E-4,0.11441487944282493
0.07182962427196381,-1.754079840616369E-4,0.11372159273364515
0.07066676355545276,-1.7826670806237068E-4,0.113117182867265
0.06899463331697134,1.8514230876903452E-4,0.11156375499699066
0.06758358983925088,1.7173148385456262E-4,0.10996909136116409
0.06553914512893926,6.494147428951711E-5,0.10804940856276575
0.0617383844180905,1.0891969704370915E-5,0.10500573879516237
0.05608820245266855,-5.711068718351884E-6,0.10098188415276703
0.052057351509073986,-3.7693977694743144E-6,0.09874563167384583
0.049272187178233263,2.2819887750106556E-6,0.0968668737184106
0.04639502590878075,1.4292992833290773E-5,0.09475149114198203
0.04397297859869422,1.3241979279203598E-5,0.09384326998213625
